Location,Site,SiteCode,GenusSpecies,CoverPerc,Family,Genus,Species
Navy Wells 39,Edge,40.1.10,rand.acu,,,,
Navy Wells 39,Edge,40.1.10,smil.aur,,,,
Navy Wells 39,Edge,40.1.10,cass.fil,,,,
Navy Wells 39,Edge,40.1.10,ardi.esc,,,,
Navy Wells 39,Edge,40.1.10,pass.sub,,,,
Navy Wells 39,Edge,40.1.10,schi.ter,,,,
Navy Wells 39,Edge,40.1.10,part.qui,,,,
Navy Wells 39,Edge,40.1.10,sere.rep,,,,
Navy Wells 39,Edge,40.1.10,guet.sca,,,,
Navy Wells 39,Edge,40.1.10,rhyn.min,,,,
Navy Wells 39,Edge,40.1.10,cros.ili,,,,
Navy Wells 39,Edge,40.3.1,,,,,
Navy Wells 39,Edge,40.3.1,pinu.ell,20,,,
Navy Wells 39,Edge,40.3.1,pter.aqu,60,,,
Navy Wells 39,Edge,40.3.1,rhus.cop,10,,,
Navy Wells 39,Edge,40.3.1,smil.hav,5,,,
Navy Wells 39,Edge,40.3.1,side.sal,1,,,
Navy Wells 39,Edge,40.3.1,vitu.rot,1,,,
Navy Wells 39,Edge,40.3.1,acal.cha,1,,,
Navy Wells 39,Edge,40.3.1,rhyn.ren,1,,,
Navy Wells 39,Edge,40.3.1,angi.ber,1,,,
Navy Wells 39,Edge,40.3.1,phyl.pen,1,,,
Navy Wells 39,Edge,40.3.1,schi.san,1,,,
Navy Wells 39,Edge,40.3.1,meto.tox,1,,,
Navy Wells 39,Edge,40.3.1,rand.acu,1,,,
Navy Wells 39,Edge,40.3.1,schi.gra,1,,,
Navy Wells 39,Edge,40.3.10,smil.hav,,,,
Navy Wells 39,Edge,40.3.10,saba.pal,,,,
Navy Wells 39,Edge,40.3.10,guet.ell,,,,
Navy Wells 39,Edge,40.3.10,phyl.wal,,,,
Navy Wells 39,Edge,40.3.10,cass.fil,,,,
Navy Wells 39,Edge,40.3.10,rhyn.min,,,,
Navy Wells 39,Edge,40.3.10,gali.ber,,,,
Navy Wells 39,Edge,40.3.10,symp.adn,,,,
Navy Wells 39,Edge,40.3.10,mori.roy,,,,
Navy Wells 39,Edge,40.3.10,psyc.ner,,,,
Navy Wells 39,Edge,40.3.10,ardi.esc,,,,
Navy Wells 39,Edge,40.3.10,smil.aur,,,,
Navy Wells 39,Edge,40.3.10,macr.lat,,,,
Navy Wells 39,Edge,100m2,smil.aur,,,,
Navy Wells 39,Edge,100m2,rhus.cop,,,,
Navy Wells 39,Edge,100m2,saba.pal,,,,
Navy Wells 39,Edge,100m2,vitu.rot,,,,
Navy Wells 39,Edge,100m2,side.sal,,,,
Navy Wells 39,Edge,100m2,cass.fil,,,,
Navy Wells 39,Edge,100m2,cros.ili,,,,
Navy Wells 39,Edge,100m2,andr.vir,,,,
Navy Wells 39,Edge,100m2,sorg.sec,,,,
Navy Wells 39,Edge,100m2,cnid.sti,,,,
Navy Wells 39,Edge,100m2,zami.int,,,,
Navy Wells 39,Edge,100m2,coco.arg,,,,
Navy Wells 39,Edge,100m2,koan.vil,,,,
Navy Wells 39,Edge,100m2,ardi.esc,,,,
Navy Wells 39,Edge,100m2,bide.alb,,,,
Navy Wells 39,Edge,100m2,sere.rep,,,,
Navy Wells 39,Edge,100m2,pasp.blo,,,,
Navy Wells 39,Edge,100m2,macr.lat,,,,
Navy Wells 39,Edge,100m2,desm.mar,,,,
Navy Wells 39,Edge,100m2,syrp.adn,,,,
Navy Wells 39,Edge,100m2,rhyn.min,,,,
Navy Wells 39,Edge,100m2,myrs.cub,,,,
Navy Wells 39,Edge,100m2,smil.hav,,,,
Navy Wells 39,Edge,100m2,cros.ili,,,,
Navy Wells 39,Edge,100m2,fors.seg,,,,
Navy Wells 39,Edge,100m2,byrs.luc,,,,
Navy Wells 39,Edge,100m2,part.qui,,,,
Navy Wells 39,Edge,100m2,jacq.cur,,,,
Navy Wells 39,Edge,41.1.1,,,,,
Navy Wells 39,Edge,41.1.1,cham.dee,5,,,
Navy Wells 39,Edge,41.1.1,rhus.cop,1,,,
Navy Wells 39,Edge,41.1.1,piri.cis,1,,,
Navy Wells 39,Edge,41.1.1,jacq.cur,1,,,
Navy Wells 39,Edge,41.1.1,cass.fil,1,,,
Navy Wells 39,Edge,41.1.1,toxi.rad,1,,,
Navy Wells 39,Edge,41.1.1,acal.cha,5,,,
Navy Wells 39,Edge,41.1.1,schi.ter,1,,,
Navy Wells 39,Edge,41.1.1,phyl.pen,1,,,
Navy Wells 39,Edge,41.1.1,gaur.ang,1,,,
Navy Wells 39,Edge,41.1.1,guet.sca,1,,,
Navy Wells 39,Edge,41.1.1,schi.san,10,,,
Navy Wells 39,Edge,41.1.1,cros.ili,1,,,
Navy Wells 39,Edge,41.1.1,sper.ter,1,,,
Navy Wells 39,Edge,41.1.1,phys.wal,1,,,
Navy Wells 39,Edge,41.1.1,crot.pum,1,,,
Navy Wells 39,Edge,41.1.1,gali.his,1,,,
Navy Wells 39,Edge,41.1.1,sorg.sec,25,,,
Navy Wells 39,Edge,41.1.1,poly.boy,1,,,
Navy Wells 39,Edge,41.1.1,buch.ame,1,,,
Navy Wells 39,Edge,41.1.1,symp.adn,1,,,
Navy Wells 39,Edge,41.1.1,schi.gra,5,,,
Navy Wells 39,Edge,41.1.10,smil.aur,,,,
Navy Wells 39,Edge,41.1.10,fors.seg,,,,
Navy Wells 39,Edge,41.1.10,pter.aqu,,,,
Navy Wells 39,Edge,41.1.10,echi.umb,,,,
Navy Wells 39,Edge,41.1.10,smil.hav,,,,
Navy Wells 39,Edge,41.1.10,anga.ber,,,,
Navy Wells 39,Edge,41.1.10,ayen.eup,,,,
Navy Wells 39,Edge,41.1.10,saba.pal,,,,
Navy Wells 39,Edge,41.1.10,aris.pur,,,,
Navy Wells 39,Edge,41.1.10,evol.ser,,,,
Navy Wells 39,Edge,41.1.10,schi.rhi,,,,
Navy Wells 39,Edge,41.4.1,,,,,
Navy Wells 39,Edge,41.4.1,rhus.cop,10,,,
Navy Wells 39,Edge,41.4.1,schi.gra,1,,,
Navy Wells 39,Edge,41.4.1,pass.sub,1,,,
Navy Wells 39,Edge,41.4.1,toxi.rad,1,,,
Navy Wells 39,Edge,41.4.1,viti.rot,1,,,
Navy Wells 39,Edge,41.4.1,phyl.pen,1,,,
Navy Wells 39,Edge,41.4.1,symp.adn,1,,,
Navy Wells 39,Edge,41.4.1,koan.vil,1,,,
Navy Wells 39,Edge,41.4.1,poly.boy,1,,,
Navy Wells 39,Edge,41.4.1,rhyn.min,1,,,
Navy Wells 39,Edge,41.4.1,cass.fil,1,,,
Navy Wells 39,Edge,41.4.1,trag.sax,1,,,
Navy Wells 39,Edge,41.4.1,acal.cha,1,,,
Navy Wells 39,Edge,41.4.1,schi.san,1,,,
Navy Wells 39,Edge,41.4.1,pter.aqu,1,,,
Navy Wells 39,Edge,41.4.1,anga.ber,1,,,
Navy Wells 39,Edge,41.4.1,cros.ili,1,,,
Navy Wells 39,Edge,41.4.1,ardi.esc,1,,,
Navy Wells 39,Edge,41.4.1,piri.cis,1,,,
Navy Wells 39,Edge,41.4.1,cony.can,1,,,
Navy Wells 39,Edge,41.4.1,mela.par,1,,,
Navy Wells 39,Edge,41.4.10,psyc.ner,,,,
Navy Wells 39,Edge,41.4.10,smil..hav,,,,
Navy Wells 39,Edge,41.4.10,guet.sca,,,,
Navy Wells 39,Edge,41.4.10,anem.adi,,,,
Navy Wells 39,Edge,41.4.10,echi.umb,,,,
Navy Wells 39,Edge,41.4.10,guet.ell,,,,
Navy Wells 39,Edge,41.4.10,soli.odo,,,,
Navy Wells 39,Edge,41.4.10,andr.vir,,,,
Navy Wells 39,Edge,41.4.10,bide.alb,,,,
Navy Wells 39,Edge,41.4.10,aris.pup,,,,
Navy Wells 39,Edge,41.4.10,rand.acu,,,,
Navy Wells 39,Edge,41.4.10,coco.arg,,,,
Navy Wells 39,Edge,41.4.10,crot.lin,,,,
Navy Wells 39,Edge,41.4.10,pasp.cae,,,,
Navy Wells 39,Edge,41.4.10,byrs.luc,,,,
Navy Wells 39,Edge,41.4.10,dysc.ang,,,,
Navy Wells 39,Edge,41.4.10,andr.ter,,,,
Navy Wells 39,Edge,41.4.10,crot.pum,,,,
Navy Wells 39,Edge,41.4.10,side.sal,,,,
Navy Wells 39,Edge,41.4.10,fors.seg,,,,
Navy Wells 39,Edge,100m2,pinu.ell,,,,
Navy Wells 39,Edge,100m2,myri.cer,,,,
Navy Wells 39,Edge,100m2,myrs.cub,,,,
Navy Wells 39,Edge,100m2,andr.glo,,,,
Navy Wells 39,Edge,100m2,meto.tox,,,,
Navy Wells 39,Edge,100m2,cham.dee,,,,
Navy Wells 39,Edge,100m2,smil.aur,,,,
Navy Wells 39,Edge,100m2,sere.rep,,,,
Navy Wells 39,Edge,100m2,pasp.blo,,,,
Navy Wells 39,Edge,100m2,schi.ter,,,,
Navy Wells 39,Edge,100m2,macr.lat,,,,
Navy Wells 39,Edge,100m2,zami.int,,,,
Navy Wells 39,Edge,100m2,phys.wal,,,,
Navy Wells 39,Edge,100m2,sper.ter,,,,
Navy Wells 39,Edge,100m2,lica.mic,,,,
Navy Wells 39,Edge,100m2,gaur.ang,,,,
Navy Wells 39,Edge,100m2,evol.ser,,,,
Navy Wells 39,Edge,100m2,chio.pin,,,,
Navy Wells 39,Edge,100m2,schi.rhi,,,,
